time,Air Velocity (m/s),BGA He Percent (%),BGA Sound Speed (m/s),Fixed Distance (m),He Velocity (m/s),Measured Distance (m),Mixture Velocity (m/s),Percent He (%),Pressure (PSIG),Temperature (K)
2023-04-13 12:57:00.765,331,96.71910858154297,924.551513671875,0.800000011920929,973,0.29918980598449707,885.0569458007812,97.27000594139099,0.4651479721069336,295.3999938964844
2023-04-13 12:56:30.857,,96.75093841552734,925.27490234375,,,0.2989351749420166,885.8108520507812,97.29691743850708,0.47969913482666016,
2023-04-13 12:56:01.219,331,96.77372741699219,925.9259033203125,0.800000011920929,973,0.2986689805984497,886.600341796875,97.32502698898315,0.4958667755126953,295.3999938964844
2023-04-13 12:55:30.707,,96.80989837646484,926.8662719726562,,,0.298391193151474,887.4257202148438,97.35433459281921,0.5120334625244141,
2023-04-13 12:55:00.749,331,96.85112762451172,927.8067626953125,0.800000011920929,973,0.298078715801239,888.3560180664062,97.38726615905762,0.5282011032104492,295.3000183105469
2023-04-13 12:54:30.849,,96.86631774902344,928.1683959960938,,,0.2978472113609314,889.0465087890625,97.41164445877075,0.545985221862793,
2023-04-13 12:54:00.986,331,96.92021179199219,929.6875,0.800000011920929,973,0.29760414361953735,889.7726440429688,97.43722081184387,0.5653867721557617,295.3999938964844
2023-04-13 12:53:30.656,,96.93214416503906,929.9768676757812,,,0.2973611056804657,890.4998168945312,97.4627673625946,0.5847883224487305,
2023-04-13 12:53:00.778,331,96.982421875,931.2066040039062,0.800000011920929,973,0.29712963104248047,891.193603515625,97.48708009719849,0.6058063507080078,295.3000183105469
2023-04-13 12:52:30.856,,96.97772216796875,931.7130126953125,,,0.29689815640449524,891.8883666992188,97.51138091087341,0.6268234252929688,
2023-04-13 12:52:01.025,331,96.99797058105469,931.5682373046875,0.800000011920929,973,0.29663193225860596,892.6888427734375,97.5392997264862,0.6462240219116211,295.3000183105469
2023-04-13 12:51:30.655,,97.00267791748047,931.640625,,,0.2963773012161255,893.455810546875,97.56597876548767,0.668858528137207,
2023-04-13 12:51:00.763,331,97.03089141845703,932.364013671875,0.800000011920929,973,0.296122670173645,894.2240600585938,97.5926399230957,0.6947269439697266,295.3000183105469
2023-04-13 12:50:30.893,,97.0525894165039,932.9426879882812,,,0.29586803913116455,894.99365234375,97.61927723884583,0.7222118377685547,
2023-04-13 12:50:00.964,331,97.07357025146484,933.5213623046875,0.800000011920929,973,0.2955787181854248,895.8696899414062,97.6495087146759,0.7496967315673828,295.3000183105469
2023-04-13 12:49:30.685,,97.1111831665039,934.4618530273438,,,0.29543980956077576,896.2908935546875,97.66402244567871,0.7787981033325195,
2023-04-13 12:49:00.759,331,97.13324737548828,934.9682006835938,0.800000011920929,973,0.2952546179294586,896.8530883789062,97.68334627151489,0.8046665191650391,295.3000183105469
2023-04-13 12:48:31.126,,97.15567016601562,935.6192626953125,,,0.29499998688697815,897.627197265625,97.70990014076233,0.8370018005371094,
2023-04-13 12:48:00.989,331,97.18243408203125,936.270263671875,0.800000011920929,973,0.2946411967277527,898.7202758789062,97.74728417396545,0.8661031723022461,295.20001220703125
2023-04-13 12:47:31.090,,97.20088195800781,936.776611328125,,,0.2944444417953491,899.32080078125,97.76776432991028,0.9016714096069336,
2023-04-13 12:47:00.755,331,97.2283706665039,937.4276123046875,0.800000011920929,973,0.294259250164032,899.8868408203125,97.78703451156616,0.9356231689453125,295.20001220703125
2023-04-13 12:46:30.814,,97.24935150146484,937.7893676757812,,,0.2940972149372101,900.3826293945312,97.80387878417969,0.972808837890625,
2023-04-13 12:46:00.996,331,97.26309204101562,938.2957153320312,0.800000011920929,973,0.2937963008880615,901.3048095703125,97.8351354598999,1.008376121520996,295.20001220703125
2023-04-13 12:45:31.004,,97.29564666748047,939.1637573242188,,,0.29359951615333557,901.908935546875,97.8555679321289,1.0487957000732422,
2023-04-13 12:45:00.683,331,97.30034637451172,939.453125,0.800000011920929,973,0.29342591762542725,902.4425048828125,97.87356853485107,1.0892152786254883,295.20001220703125
2023-04-13 12:44:30.797,,97.34736633300781,941.0445556640625,,,0.2932291626930237,903.0480346679688,97.89395928382874,1.1312503814697266,
2023-04-13 12:44:00.885,331,97.35858154296875,940.7551879882812,0.800000011920929,973,0.29298609495162964,903.7972412109375,97.91914224624634,1.1749019622802734,295.20001220703125
2023-04-13 12:43:30.996,,97.37340545654297,941.2615966796875,,,0.2928009033203125,904.3688354492188,97.9383111000061,1.223404884338379,
2023-04-13 12:43:00.689,331,97.48589324951172,944.3721313476562,0.800000011920929,973,0.292638897895813,904.8695068359375,97.95506596565247,1.2735252380371094,295.20001220703125
2023-04-13 12:42:30.802,,97.44718933105469,942.9976806640625,,,0.2924652695655823,905.40673828125,97.97301888465881,1.323643684387207,
2023-04-13 12:42:00.887,331,97.46202087402344,943.6487426757812,0.800000011920929,973,0.2923032343387604,905.9086303710938,97.98976182937622,1.3769960403442383,295.20001220703125
2023-04-13 12:41:30.988,,97.47901916503906,943.9380493164062,,,0.29211804270744324,906.48291015625,98.00888299942017,1.4335832595825195,
2023-04-13 12:41:00.705,331,97.45406341552734,943.2147216796875,0.800000011920929,973,0.29190969467163086,907.1299438476562,98.03038835525513,1.493403434753418,295.20001220703125
2023-04-13 12:40:30.804,,97.49746704101562,944.2997436523438,,,0.2917708456516266,907.5615844726562,98.04470539093018,1.5548391342163086,
2023-04-13 12:40:00.884,331,97.46600341796875,976.7071533203125,0.800000011920929,973,0.2915046215057373,908.3904418945312,98.07214736938477,1.6211271286010742,295.3000183105469
2023-04-13 12:39:31.002,,97.53833770751953,945.529541015625,,,0.29137730598449707,908.787353515625,98.08525443077087,1.687413215637207,
2023-04-13 12:39:00.694,331,97.70471954345703,957.1036376953125,0.800000011920929,973,0.2912384271621704,909.2207641601562,98.09955954551697,1.7585515975952148,295.3000183105469
2023-04-13 12:38:30.808,,97.56474304199219,946.2528686523438,,,0.29109951853752136,909.6546020507812,98.11384677886963,1.8329229354858398,
