time,Air Velocity (m/s),BGA He Percent (%),BGA Sound Speed (m/s),Fixed Distance (m),He Velocity (m/s),Measured Distance (m),Mixture Velocity (m/s),Percent He (%),Pressure (PSIG),Temperature (K)
2023-04-13 12:38:01.017,331,97.59548950195312,946.9762573242188,0.800000011920929,973,0.29092592000961304,910.1973876953125,98.13170433044434,1.9105253219604492,295.3000183105469
2023-04-13 12:37:31.017,,97.59114837646484,946.9762573242188,,,0.29076388478279114,910.7046508789062,98.14835786819458,1.9913625717163086,
2023-04-13 12:37:00.695,331,97.6287612915039,948.3506469726562,0.800000011920929,973,0.2906481623649597,911.0672607421875,98.16024899482727,2.075434684753418,295.3000183105469
2023-04-13 12:36:30.796,,97.6446762084961,948.3506469726562,,,0.29049769043922424,911.5391235351562,98.17569851875305,2.1611223220825195,
2023-04-13 12:36:00.924,331,97.64070129394531,948.2059936523438,0.800000011920929,973,0.29034721851348877,912.0115356445312,98.19114208221436,2.2548933029174805,295.3000183105469
2023-04-13 12:35:31.008,,97.64431762695312,948.3506469726562,,,0.29021990299224854,912.41162109375,98.20419549942017,2.3502817153930664,
2023-04-13 12:35:01.118,331,97.64250183105469,948.2059936523438,0.800000011920929,973,0.29012730717658997,912.7028198242188,98.21369647979736,2.4521379470825195,295.3000183105469
2023-04-13 12:34:30.716,,97.71231079101562,950.5932006835938,,,0.29001158475875854,913.0670166015625,98.22555780410767,2.55399227142334,
2023-04-13 12:34:00.933,331,97.71411895751953,950.1591186523438,0.800000011920929,973,0.28986111283302307,913.541015625,98.24097752571106,2.6703996658325195,295.3000183105469
2023-04-13 12:33:31.009,,97.67723083496094,949.0740966796875,,,0.2897106409072876,914.0155029296875,98.25639128684998,2.7868051528930664,
2023-04-13 12:33:01.023,331,97.84288024902344,956.0908813476562,0.800000011920929,973,0.2895370125770569,914.5635986328125,98.27415943145752,2.9096784591674805,295.3000183105469
2023-04-13 12:32:30.707,,97.69061279296875,949.3634033203125,,,0.2894328534603119,914.8927612304688,98.28481674194336,3.0374040603637695,
2023-04-13 12:32:00.803,331,97.7032699584961,949.72509765625,0.800000011920929,973,0.2892708480358124,915.4051513671875,98.30138087272644,3.169976234436035,295.3000183105469
2023-04-13 12:31:30.893,,97.69603729248047,949.435791015625,,,0.28903934359550476,916.1383056640625,98.3250379562378,3.31386661529541,
2023-04-13 12:31:01.044,331,97.82588195800781,953.63134765625,0.800000011920929,973,0.28876158595085144,917.01953125,98.35339188575745,3.46260929107666,295.3999938964844
2023-04-13 12:30:30.707,,97.72786712646484,950.3037719726562,,,0.2885879576206207,917.5712890625,98.37110638618469,3.6194334030151367,
2023-04-13 12:30:00.804,331,97.74124908447266,950.5932006835938,0.800000011920929,973,0.28844907879829407,918.0130615234375,98.38526844978333,3.7859601974487305,295.5
2023-04-13 12:29:31.192,,97.7752456665039,951.7505493164062,,,0.28832176327705383,918.4183959960938,98.39824438095093,3.965418815612793,
2023-04-13 12:29:01.014,331,97.75824737548828,951.6058959960938,0.800000011920929,973,0.2882407307624817,918.6766357421875,98.40649962425232,4.154580116271973,295.5
2023-04-13 12:28:30.711,,97.76512145996094,951.5335693359375,,,0.2881828546524048,918.861083984375,98.4123945236206,4.3469743728637695,
2023-04-13 12:28:00.844,331,97.76512145996094,951.388916015625,0.800000011920929,973,0.28812500834465027,919.0455932617188,98.41828346252441,4.55391788482666,295.6000061035156
2023-04-13 12:27:30.994,,97.77560424804688,951.7505493164062,,,0.28805553913116455,919.2672119140625,98.42535257339478,4.768946647644043,
2023-04-13 12:27:01.036,331,97.76982116699219,951.4612426757812,0.800000011920929,973,0.2879745364189148,919.5258178710938,98.43360781669617,4.99044132232666,295.70001220703125
2023-04-13 12:26:30.710,,97.7813949584961,951.7505493164062,,,0.28790509700775146,919.74755859375,98.44067096710205,5.234570503234863,
2023-04-13 12:26:00.840,331,97.70941925048828,950.0144653320312,0.800000011920929,973,0.2878703773021698,919.8585205078125,98.44419956207275,5.478699684143066,295.70001220703125
2023-04-13 12:25:30.935,,97.80309295654297,952.9803466796875,,,0.287858784198761,919.8955688476562,98.4453797340393,5.737381935119629,
2023-04-13 12:25:01.026,331,97.91051483154297,955.7291870117188,0.800000011920929,973,0.2878703773021698,919.8585205078125,98.44419956207275,6.0186967849731445,295.8000183105469
2023-04-13 12:24:30.741,,97.8399887084961,959.9971313476562,,,0.2878009080886841,920.08056640625,98.45126271247864,6.316180229187012,
2023-04-13 12:24:00.804,331,97.79441833496094,952.2568969726562,0.800000011920929,973,0.2877662181854248,920.1914672851562,98.45479726791382,6.626595497131348,295.8999938964844
2023-04-13 12:23:30.838,,97.81937408447266,952.8356323242188,,,0.2878009080886841,920.08056640625,98.45126271247864,6.946713447570801,
2023-04-13 12:23:01.064,331,97.62080383300781,949.435791015625,0.800000011920929,973,0.28777778148651123,920.1544799804688,98.45361709594727,7.302399635314941,295.8999938964844
2023-04-13 12:22:31.147,,97.83601379394531,953.1973876953125,,,0.2878240644931793,920.0065307617188,98.44891428947449,7.680718421936035,
2023-04-13 12:22:00.822,331,97.65878295898438,949.21875,0.800000011920929,973,0.28784722089767456,919.9324951171875,98.44655394554138,8.059039115905762,295.8999938964844
2023-04-13 12:21:30.912,,97.85517883300781,954.2824096679688,,,0.2878819406032562,919.8215942382812,98.44303131103516,8.461609840393066,
2023-04-13 12:21:01.022,331,97.87109375,954.7164306640625,0.800000011920929,973,0.28793981671333313,919.6366577148438,98.43713641166687,8.888432502746582,295.8999938964844
2023-04-13 12:20:30.692,,97.94560241699219,956.52490234375,,,0.2879745364189148,919.5258178710938,98.43360781669617,9.345974922180176,
2023-04-13 12:20:00.754,331,97.91449737548828,955.801513671875,0.800000011920929,973,0.28793981671333313,919.6366577148438,98.43713641166687,9.853636741638184,295.8000183105469
2023-04-13 12:19:30.853,,98.20167541503906,969.6181030273438,,,0.28790509700775146,919.74755859375,98.44067096710205,10.51973819732666,
2023-04-13 12:19:00.918,331,97.48119354248047,942.5636596679688,0.800000011920929,973,0.2903124988079071,912.12060546875,98.19470643997192,9.28615665435791,295.70001220703125
