time,Purity
2023-03-14 11:40:07.200,90.00108337402344
2023-03-14 11:37:14.400,90.00108337402344
2023-03-14 11:34:21.600,90.00108337402344
2023-03-14 11:31:28.800,90.00108337402344
2023-03-14 11:28:36.000,90.00108337402344
2023-03-14 11:25:43.200,90.00108337402344
2023-03-14 11:22:50.400,90.00108337402344
2023-03-14 11:19:57.600,90.00108337402344
2023-03-14 11:17:04.800,90.00108337402344
2023-03-14 11:14:12.000,90.00108337402344
2023-03-14 11:11:19.200,90.00108337402344
2023-03-14 11:08:26.400,90.00108337402344
2023-03-14 11:05:33.600,90.00108337402344
2023-03-14 11:02:40.800,90.00108337402344
2023-03-14 10:59:48.000,90.00108337402344
2023-03-14 10:56:55.200,90.00108337402344
2023-03-14 10:54:02.400,90.00108337402344
2023-03-14 10:51:09.600,90.00108337402344
2023-03-14 10:48:16.800,90.00108337402344
2023-03-14 10:45:24.000,90.00072479248047
2023-03-14 10:42:31.200,90.00072479248047
2023-03-14 10:39:38.400,90.00072479248047
2023-03-14 10:36:45.600,90.00072479248047
2023-03-14 10:33:52.800,90.00072479248047
2023-03-14 10:31:00.000,90.00072479248047
2023-03-14 10:28:07.200,90.00108337402344
2023-03-14 10:25:14.400,90.00108337402344
2023-03-14 10:22:21.600,90.00108337402344
2023-03-14 10:19:28.800,90.00108337402344
2023-03-14 10:16:36.000,90.00108337402344
2023-03-14 10:13:43.200,90.00108337402344
2023-03-14 10:10:50.400,90.00108337402344
2023-03-14 10:07:57.600,90.00108337402344
2023-03-14 10:05:04.800,90.00108337402344
2023-03-14 10:02:12.000,90.00108337402344
2023-03-14 09:59:19.200,90.00108337402344
2023-03-14 09:56:26.400,90.00108337402344
2023-03-14 09:53:33.600,90.00108337402344
2023-03-14 09:50:40.800,90.00108337402344
2023-03-14 09:47:48.000,90.00108337402344
2023-03-14 09:44:55.200,90.00108337402344
2023-03-14 09:42:02.400,90.00108337402344
2023-03-14 09:39:09.600,90.00108337402344
2023-03-14 09:36:16.800,90.00108337402344
2023-03-14 09:33:24.000,90.00108337402344
2023-03-14 09:30:31.200,90.00108337402344
2023-03-14 09:27:38.400,90.00108337402344
2023-03-14 09:24:45.600,90.00108337402344
2023-03-14 09:21:52.800,90.00108337402344
2023-03-14 09:19:00.000,99.11964416503906
2023-03-14 09:16:07.200,99.04730987548828
2023-03-14 09:13:14.400,90.00072479248047
2023-03-14 09:10:21.600,90.00072479248047
2023-03-14 09:07:28.800,90.00072479248047
2023-03-14 09:04:36.000,90.00072479248047
2023-03-14 09:01:43.200,90.00072479248047
2023-03-14 08:58:50.400,90.00072479248047
2023-03-14 08:55:57.600,90.00072479248047
2023-03-14 08:53:04.800,90.00072479248047
2023-03-14 08:50:12.000,90.00072479248047
2023-03-14 08:47:19.200,90.00072479248047
2023-03-14 08:44:26.400,90.00108337402344
2023-03-14 08:41:33.600,90.00072479248047
2023-03-14 08:38:40.800,90.00072479248047
2023-03-14 08:35:48.000,90.00072479248047
2023-03-14 08:32:55.200,90.00072479248047
2023-03-14 08:30:02.400,90.00072479248047
2023-03-14 08:27:09.600,90.00072479248047
2023-03-14 08:24:16.800,90.00072479248047
2023-03-14 08:21:24.000,90.00072479248047
2023-03-14 08:18:31.200,90.00072479248047
2023-03-14 08:15:38.400,90.00072479248047
2023-03-14 08:12:45.600,90.00072479248047
2023-03-14 08:09:52.800,90.00072479248047
2023-03-14 08:07:00.000,90.00072479248047
2023-03-14 08:04:07.200,90.00072479248047
2023-03-14 08:01:14.400,90.00072479248047
2023-03-14 07:58:21.600,90.00072479248047
2023-03-14 07:55:28.800,90.00072479248047
2023-03-14 07:52:36.000,90.00072479248047
2023-03-14 07:49:43.200,90.00072479248047
2023-03-14 07:46:50.400,90.00072479248047
2023-03-14 07:43:57.600,90.00072479248047
2023-03-14 07:41:04.800,90.00072479248047
2023-03-14 07:38:12.000,90.00072479248047
2023-03-14 07:35:19.200,90.00072479248047
2023-03-14 07:32:26.400,90.00072479248047
2023-03-14 07:29:33.600,90.00072479248047
2023-03-14 07:26:40.800,90.00072479248047
2023-03-14 07:23:48.000,90.00072479248047
2023-03-14 07:20:55.200,90.00072479248047
2023-03-14 07:18:02.400,90.00072479248047
2023-03-14 07:15:09.600,90.00072479248047
2023-03-14 07:12:16.800,90.00072479248047
2023-03-14 07:09:24.000,90.00072479248047
2023-03-14 07:06:31.200,90.00072479248047
2023-03-14 07:03:38.400,90.00072479248047
2023-03-14 07:00:45.600,90.00072479248047
2023-03-14 06:57:52.800,90.00072479248047
2023-03-14 06:55:00.000,90.00072479248047
2023-03-14 06:52:07.200,90.00072479248047
2023-03-14 06:49:14.400,90.00072479248047
2023-03-14 06:46:21.600,90.00072479248047
2023-03-14 06:43:28.800,90.00072479248047
2023-03-14 06:40:36.000,90.00072479248047
2023-03-14 06:37:43.200,90.00072479248047
2023-03-14 06:34:50.400,90.00072479248047
2023-03-14 06:31:57.600,90.00072479248047
2023-03-14 06:29:04.800,90.00072479248047
2023-03-14 06:26:12.000,90.00072479248047
2023-03-14 06:23:19.200,90.00072479248047
2023-03-14 06:20:26.400,90.00072479248047
2023-03-14 06:17:33.600,90.00072479248047
2023-03-14 06:14:40.800,90.00072479248047
2023-03-14 06:11:48.000,90.00072479248047
2023-03-14 06:08:55.200,90.00072479248047
2023-03-14 06:06:02.400,90.00072479248047
2023-03-14 06:03:09.600,90.00072479248047
2023-03-14 06:00:16.800,90.00072479248047
2023-03-14 05:57:24.000,90.00072479248047
2023-03-14 05:54:31.200,90.00072479248047
2023-03-14 05:51:38.400,90.00072479248047
2023-03-14 05:48:45.600,90.00072479248047
2023-03-14 05:45:52.800,90.00072479248047
2023-03-14 05:43:00.000,90.00072479248047
2023-03-14 05:40:07.200,90.00072479248047
2023-03-14 05:37:14.400,90.00072479248047
2023-03-14 05:34:21.600,90.00072479248047
2023-03-14 05:31:28.800,90.00072479248047
2023-03-14 05:28:36.000,90.00072479248047
2023-03-14 05:25:43.200,90.00072479248047
2023-03-14 05:22:50.400,90.00072479248047
2023-03-14 05:19:57.600,90.00072479248047
2023-03-14 05:17:04.800,90.00072479248047
2023-03-14 05:14:12.000,90.00072479248047
2023-03-14 05:11:19.200,90.00072479248047
2023-03-14 05:08:26.400,90.00072479248047
2023-03-14 05:05:33.600,90.00072479248047
2023-03-14 05:02:40.800,90.00072479248047
2023-03-14 04:59:48.000,90.00072479248047
2023-03-14 04:56:55.200,90.00072479248047
2023-03-14 04:54:02.400,90.00072479248047
2023-03-14 04:51:09.600,90.00072479248047
2023-03-14 04:48:16.800,90.00072479248047
2023-03-14 04:45:24.000,90.00072479248047
2023-03-14 04:42:31.200,90.00072479248047
2023-03-14 04:39:38.400,90.00072479248047
2023-03-14 04:36:45.600,90.00072479248047
2023-03-14 04:33:52.800,90.00072479248047
2023-03-14 04:31:00.000,90.00072479248047
2023-03-14 04:28:07.200,90.00072479248047
2023-03-14 04:25:14.400,90.00072479248047
2023-03-14 04:22:21.600,90.00072479248047
2023-03-14 04:19:28.800,90.00072479248047
2023-03-14 04:16:36.000,90.00072479248047
2023-03-14 04:13:43.200,90.00072479248047
2023-03-14 04:10:50.400,90.00072479248047
2023-03-14 04:07:57.600,90.00072479248047
